Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Total_Hours_Worked,Average_Hours_Per_Day,Max_Hours_Per_Day,Min_Hours_Per_Day
45,0,0,Sales,2,3,Life Sciences,2434,0,2,Manufacturing Director,Married,83960,3.0,15,2,25.0,3,23,14,4,2,3,3,3,2,1649h 0min,6h 19min,7h 1min,5h 38min
24,1,1,Sales,6,2,Medical,2435,0,2,Manager,Married,20070,1.0,12,0,1.0,2,1,0,0,2,3,4,3,3,1676h 36min,6h 25min,7h 15min,5h 35min
47,1,2,Research & Development,1,3,Medical,2436,0,2,Sales Executive,Married,196270,7.0,11,2,25.0,1,23,14,10,3,3,3,3,1,1774h 5min,6h 47min,7h 43min,5h 57min
26,0,1,Research & Development,9,1,Medical,2437,1,1,Sales Executive,Married,106860,1.0,14,1,3.0,2,3,0,2,3,3,4,3,4,2004h 57min,7h 40min,8h 33min,6h 55min
45,0,1,Research & Development,1,4,Life Sciences,2438,1,1,Research Director,Single,29420,1.0,22,1,21.0,4,21,8,6,3,4,4,2,3,1729h 45min,6h 37min,7h 24min,5h 54min
32,0,2,Sales,1,1,Marketing,2439,1,2,Laboratory Technician,Married,88580,6.0,16,1,10.0,2,5,1,3,3,3,1,3,2,1798h 0min,6h 53min,7h 36min,6h 14min
31,0,1,Research & Development,14,2,Life Sciences,2440,1,1,Sales Executive,Married,167560,1.0,11,2,6.0,5,5,0,3,3,3,2,3,4,1879h 56min,7h 12min,7h 59min,6h 21min
41,0,0,Sales,2,2,Medical,2441,1,2,Research Scientist,Married,107980,6.0,14,2,10.0,5,3,1,2,1,3,3,2,3,2011h 28min,7h 42min,8h 33min,6h 45min
40,0,1,Research & Development,22,2,Technical Degree,2442,1,1,Healthcare Representative,Married,23230,2.0,16,1,18.0,2,1,0,0,3,3,2,1,3,2565h 7min,9h 49min,10h 48min,9h 1min
24,0,1,Research & Development,3,3,Life Sciences,2443,0,1,Research Scientist,Divorced,14160,1.0,15,1,6.0,3,6,1,2,2,3,2,1,4,1570h 30min,6h 1min,7h 0min,5h 14min
46,0,1,Research & Development,6,3,Medical,2444,1,4,Sales Executive,Single,46150,6.0,12,0,19.0,3,10,0,9,2,3,3,2,3,1971h 4min,7h 33min,8h 16min,6h 45min
35,0,1,Sales,8,4,Life Sciences,2445,1,1,Laboratory Technician,Married,24610,2.0,20,1,17.0,4,7,0,7,3,4,4,3,3,1934h 30min,7h 24min,8h 15min,6h 34min
30,0,1,Sales,9,4,Marketing,2446,1,1,Laboratory Technician,Married,87220,1.0,17,1,10.0,3,10,0,8,3,3,2,4,2,1902h 18min,7h 17min,8h 16min,6h 31min
47,0,0,Research & Development,3,2,Life Sciences,2447,0,2,Sales Executive,Married,39550,7.0,12,1,4.0,5,1,0,0,3,3,3,2,1,2005h 43min,7h 41min,8h 22min,6h 51min
46,0,1,Research & Development,1,4,Technical Degree,2448,0,3,Sales Executive,Divorced,99570,4.0,20,0,13.0,1,10,0,3,3,4,3,4,2,2555h 28min,9h 47min,10h 37min,8h 54min
36,1,1,Research & Development,1,3,Medical,2449,1,2,Manufacturing Director,Divorced,33760,5.0,20,0,16.0,3,2,2,2,3,4,2,1,3,2714h 31min,10h 24min,11h 7min,9h 37min
32,1,1,Research & Development,26,3,Medical,2450,0,2,Research Director,Single,88230,6.0,13,2,10.0,3,0,0,0,3,3,1,2,3,1825h 49min,6h 59min,7h 47min,6h 11min
23,0,1,Sales,6,4,Life Sciences,2451,1,3,Manufacturing Director,Single,103220,1.0,14,2,3.0,2,3,1,2,3,3,3,2,1,1569h 11min,6h 0min,6h 48min,5h 0min
31,0,2,Sales,3,3,Marketing,2452,1,2,Sales Executive,Single,46210,2.0,18,1,9.0,3,5,1,4,3,3,4,4,2,1697h 5min,6h 30min,7h 12min,5h 44min
39,0,0,Research & Development,3,3,Life Sciences,2453,0,2,Manufacturing Director,Married,109760,1.0,11,0,9.0,3,9,5,8,2,3,4,4,3,2654h 30min,10h 10min,11h 5min,9h 16min
32,0,1,Research & Development,6,3,Technical Degree,2454,1,1,Research Scientist,Married,36600,3.0,11,2,10.0,0,4,0,2,2,3,4,3,1,1995h 20min,7h 38min,8h 30min,6h 56min
40,0,1,Sales,6,3,Life Sciences,2455,1,3,Manufacturing Director,Single,104820,1.0,11,1,21.0,6,21,12,8,2,3,2,2,2,2071h 3min,7h 56min,8h 48min,7h 4min
45,0,1,Research & Development,19,4,Medical,2456,1,1,Sales Representative,Married,71190,4.0,15,0,9.0,2,5,0,3,3,3,3,3,4,2034h 57min,7h 47min,8h 43min,6h 59min
30,0,2,Sales,9,3,Life Sciences,2457,1,1,Research Director,Single,95820,0.0,12,1,10.0,2,9,0,7,3,3,4,1,3,1620h 56min,6h 12min,7h 3min,5h 5min
24,0,2,Sales,3,4,Marketing,2458,1,1,Sales Executive,Married,45080,0.0,11,1,3.0,5,2,2,1,3,3,1,4,3,1566h 15min,6h 0min,6h 57min,5h 12min
30,1,2,Research & Development,10,3,Life Sciences,2459,0,1,Human Resources,Divorced,22070,6.0,14,0,6.0,4,4,1,2,3,3,3,4,2,1752h 47min,6h 42min,7h 34min,5h 50min
31,0,1,Research & Development,3,2,Life Sciences,2460,1,3,Laboratory Technician,Married,77560,1.0,15,2,6.0,3,5,0,2,4,3,1,3,3,1989h 33min,7h 37min,8h 20min,6h 35min
27,0,1,Sales,3,3,Life Sciences,2461,1,1,Manager,Single,66940,1.0,13,1,6.0,2,6,1,4,2,3,3,4,2,1648h 44min,6h 19min,7h 15min,5h 27min
29,1,1,Sales,4,3,Marketing,2462,1,5,Research Scientist,Single,36910,1.0,13,0,2.0,3,2,2,2,3,3,2,2,3,1775h 20min,6h 48min,7h 34min,6h 1min
29,0,2,Research & Development,8,4,Life Sciences,2463,0,1,Sales Executive,Single,23770,8.0,21,1,10.0,2,3,0,2,3,4,4,3,4,2299h 16min,8h 48min,9h 39min,8h 5min
30,0,1,Sales,7,3,Life Sciences,2464,1,3,Sales Executive,Divorced,23130,2.0,11,0,12.0,5,7,1,7,3,3,3,1,3,2078h 41min,7h 57min,8h 48min,7h 0min
34,0,1,Research & Development,1,2,Medical,2465,0,2,Healthcare Representative,Married,176650,0.0,11,0,6.0,5,5,1,2,2,3,4,4,3,2583h 33min,9h 53min,10h 50min,9h 0min
33,0,0,Research & Development,2,4,Medical,2466,1,1,Sales Representative,Single,25960,8.0,14,1,13.0,4,11,1,7,3,3,4,2,2,1928h 14min,7h 23min,8h 16min,6h 30min
49,0,1,Sales,3,4,Marketing,2467,1,1,Sales Executive,Single,47280,3.0,11,1,8.0,4,5,0,4,3,3,4,4,4,2011h 3min,7h 42min,8h 58min,6h 55min
33,1,1,Research & Development,10,3,Life Sciences,2468,1,1,Sales Executive,Single,43020,2.0,13,0,11.0,3,0,0,0,1,3,1,1,2,2164h 48min,8h 17min,9h 0min,7h 29min
38,0,2,Research & Development,28,3,Medical,2469,1,1,Healthcare Representative,Married,29790,4.0,12,1,9.0,3,6,0,5,3,3,3,2,2,2050h 24min,7h 51min,8h 37min,7h 3min
31,1,1,Human Resources,9,4,Human Resources,2470,1,2,Laboratory Technician,Married,168850,2.0,14,2,10.0,2,1,0,0,3,3,1,3,3,1614h 36min,6h 11min,6h 59min,5h 3min
29,0,1,Research & Development,3,4,Other,2471,0,2,Sales Representative,Divorced,55930,1.0,13,1,1.0,3,1,0,0,3,3,4,1,3,1652h 30min,6h 19min,7h 9min,5h 25min
30,0,1,Research & Development,2,1,Medical,2472,1,1,Sales Representative,Married,104450,3.0,18,1,10.0,3,7,1,7,3,3,3,3,3,1767h 15min,6h 46min,7h 36min,5h 49min
32,0,0,Research & Development,10,4,Life Sciences,2473,0,1,Laboratory Technician,Single,87400,2.0,11,1,12.0,2,7,0,7,3,3,2,2,3,1562h 15min,5h 59min,6h 35min,5h 17min
38,0,1,Research & Development,8,2,Technical Degree,2474,0,1,Manufacturing Director,Married,25140,3.0,11,0,15.0,2,1,1,0,2,3,2,4,3,2350h 16min,9h 0min,10h 7min,8h 7min
43,1,2,Research & Development,1,4,Other,2475,1,3,Sales Executive,Married,76550,9.0,12,1,6.0,3,1,0,0,3,3,3,3,3,2185h 26min,8h 22min,9h 3min,7h 35min
42,0,1,Human Resources,1,3,Other,2476,0,1,Healthcare Representative,Divorced,174650,8.0,13,1,7.0,3,5,0,4,3,3,2,2,2,1750h 16min,6h 42min,7h 28min,6h 4min
55,0,1,Research & Development,3,2,Life Sciences,2477,0,1,Sales Executive,Married,73510,8.0,20,1,34.0,3,1,0,0,3,4,3,3,3,1984h 17min,7h 36min,8h 28min,6h 53min
33,0,0,Research & Development,14,3,Other,2478,1,1,Research Scientist,Divorced,108200,5.0,12,0,11.0,2,9,1,7,3,3,4,2,2,1747h 11min,6h 41min,7h 35min,5h 55min
41,0,1,Research & Development,5,3,Medical,2479,1,1,Sales Representative,Divorced,121690,1.0,19,0,5.0,2,5,0,4,3,3,3,1,3,1641h 10min,6h 17min,7h 5min,5h 12min
34,0,0,Research & Development,7,4,Medical,2480,0,1,Research Scientist,Divorced,196260,1.0,21,0,15.0,5,15,0,7,2,4,4,3,3,2136h 37min,8h 11min,9h 28min,7h 28min
53,0,0,Research & Development,10,4,Medical,2481,1,2,Healthcare Representative,Married,20700,4.0,13,2,27.0,2,3,0,2,4,3,1,3,2,2119h 1min,8h 7min,8h 52min,7h 1min
43,0,1,Sales,16,2,Marketing,2482,0,1,Laboratory Technician,Single,67820,0.0,16,1,10.0,2,9,1,8,3,3,2,4,3,1593h 0min,6h 6min,6h 56min,5h 9min
34,0,1,Sales,10,2,Life Sciences,2483,0,5,Sales Executive,Single,77790,5.0,12,1,6.0,2,2,2,2,3,3,4,4,3,2010h 14min,7h 42min,8h 35min,6h 38min
21,1,1,Sales,1,2,Marketing,2484,1,5,Healthcare Representative,Single,27910,1.0,14,0,1.0,3,1,1,0,4,3,2,2,3,1964h 20min,7h 31min,8h 20min,6h 40min
38,0,1,Research & Development,8,2,Life Sciences,2485,0,2,Sales Executive,Married,32010,1.0,11,1,5.0,3,5,0,4,2,3,4,3,3,1667h 51min,6h 23min,7h 21min,5h 36min
22,1,1,Research & Development,1,3,Other,2486,1,4,Research Scientist,Married,49680,1.0,14,0,1.0,3,1,0,0,3,3,3,1,3,2321h 5min,8h 53min,9h 37min,8h 15min
31,0,1,Research & Development,8,5,Life Sciences,2487,1,5,Sales Executive,Married,131200,1.0,12,2,13.0,6,12,5,7,2,3,1,4,3,1899h 16min,7h 16min,8h 3min,6h 29min
51,0,1,Research & Development,1,4,Life Sciences,2488,0,1,Manager,Married,40330,2.0,14,0,15.0,2,2,2,2,3,3,1,3,3,1749h 59min,6h 42min,7h 43min,5h 49min
37,0,1,Research & Development,24,1,Life Sciences,2489,1,2,Sales Executive,Married,32910,1.0,16,3,5.0,2,5,0,3,2,3,2,2,3,2093h 0min,8h 1min,8h 50min,6h 59min
46,0,1,Sales,3,4,Marketing,2490,0,1,Sales Representative,Divorced,42720,7.0,13,0,24.0,3,2,2,2,4,3,3,4,3,2608h 43min,9h 59min,10h 48min,9h 0min
36,0,1,Research & Development,27,3,Technical Degree,2491,0,4,Research Scientist,Married,50560,7.0,12,0,15.0,2,12,5,7,2,3,4,1,3,2481h 22min,9h 30min,10h 13min,8h 28min
44,1,2,Sales,10,4,Life Sciences,2492,1,1,Research Scientist,Divorced,28440,1.0,12,0,6.0,2,5,2,3,4,3,3,2,2,2425h 56min,9h 17min,10h 9min,8h 28min
37,0,1,Research & Development,19,2,Technical Degree,2493,1,2,Sales Executive,Divorced,27030,2.0,14,0,19.0,2,10,4,7,3,3,3,2,2,1599h 21min,6h 7min,6h 47min,5h 15min
35,1,1,Research & Development,15,4,Life Sciences,2494,1,2,Research Scientist,Single,19040,1.0,22,1,10.0,4,10,7,7,3,4,3,4,3,2238h 58min,8h 34min,9h 30min,7h 40min
33,0,1,Research & Development,8,5,Medical,2495,1,2,Laboratory Technician,Married,82240,6.0,19,0,14.0,3,10,7,6,3,3,4,1,3,2087h 33min,7h 59min,8h 52min,7h 5min
28,0,1,Sales,9,3,Medical,2496,0,2,Sales Executive,Married,47660,1.0,12,0,5.0,3,5,0,3,3,3,3,4,4,1928h 13min,7h 23min,8h 18min,6h 27min
39,0,1,Sales,3,4,Marketing,2497,0,2,Laboratory Technician,Single,26100,7.0,12,0,9.0,2,4,2,2,2,3,3,3,3,1804h 53min,6h 54min,7h 41min,6h 8min
46,0,0,Research & Development,9,2,Life Sciences,2498,1,2,Manufacturing Director,Single,57310,8.0,17,0,6.0,2,2,2,2,3,3,2,2,3,1744h 33min,6h 41min,7h 46min,5h 50min
40,0,1,Research & Development,2,2,Medical,2499,1,1,Research Director,Married,25390,4.0,12,1,7.0,3,4,0,2,3,3,3,1,2,1713h 14min,6h 33min,7h 26min,5h 45min
42,0,1,Research & Development,7,4,Other,2500,0,2,Laboratory Technician,Married,57140,5.0,11,0,10.0,2,0,0,0,3,3,2,1,2,1723h 15min,6h 36min,7h 32min,5h 38min
35,0,0,Sales,10,1,Life Sciences,2501,0,2,Research Director,Divorced,43230,2.0,18,3,15.0,3,7,1,7,3,3,2,4,3,1749h 43min,6h 42min,7h 38min,5h 55min
38,0,0,Sales,6,4,Marketing,2502,1,3,Sales Executive,Divorced,73360,5.0,11,0,13.0,3,11,3,8,3,3,1,2,3,2026h 21min,7h 45min,8h 33min,7h 0min
34,1,2,Research & Development,2,1,Life Sciences,2503,1,1,Manufacturing Director,Married,134990,4.0,23,2,11.0,2,7,0,7,4,4,4,1,2,2057h 26min,7h 52min,8h 43min,7h 10min
37,1,1,Research & Development,24,3,Life Sciences,2504,1,1,Laboratory Technician,Single,137580,1.0,11,1,10.0,5,10,0,8,3,3,4,1,1,1617h 4min,6h 11min,7h 2min,5h 11min
39,0,2,Research & Development,2,1,Medical,2505,1,2,Healthcare Representative,Divorced,51550,2.0,18,1,7.0,3,2,2,2,2,3,3,4,3,1618h 16min,6h 12min,7h 17min,5h 26min
43,0,0,Human Resources,8,5,Medical,2506,0,3,Sales Executive,Single,22580,4.0,18,0,7.0,2,3,1,2,3,3,1,3,2,1930h 0min,7h 23min,8h 9min,6h 32min
41,0,1,Research & Development,3,3,Life Sciences,2507,1,3,Research Scientist,Single,35970,3.0,13,1,11.0,2,3,1,2,1,3,2,2,1,2038h 15min,7h 48min,8h 48min,6h 57min
41,0,1,Research & Development,1,1,Technical Degree,2508,1,3,Laboratory Technician,Divorced,25150,0.0,18,0,23.0,2,22,13,5,2,3,3,3,4,2683h 18min,10h 16min,11h 0min,9h 35min
30,0,1,Sales,26,3,Marketing,2509,0,2,Manager,Single,44200,9.0,11,0,9.0,3,7,0,2,3,3,1,3,3,1858h 41min,7h 7min,8h 20min,6h 29min
26,1,1,Human Resources,2,1,Technical Degree,2510,0,3,Sales Executive,Married,65780,0.0,15,2,6.0,3,5,1,4,2,3,4,2,3,2276h 58min,8h 43min,9h 31min,8h 0min
46,1,1,Research & Development,10,3,Medical,2511,1,1,Sales Executive,Married,44220,4.0,11,1,13.0,2,9,3,7,3,3,4,2,4,2093h 33min,8h 1min,8h 43min,7h 15min
40,0,1,Sales,27,2,Medical,2512,0,3,Sales Executive,Divorced,102740,4.0,18,0,12.0,3,5,0,3,3,3,3,4,3,1723h 38min,6h 36min,7h 46min,5h 47min
34,0,1,Research & Development,2,3,Life Sciences,2513,1,2,Laboratory Technician,Married,53430,1.0,14,0,10.0,5,10,4,8,2,3,2,3,3,1924h 53min,7h 22min,8h 13min,6h 41min
58,0,0,Research & Development,2,4,Medical,2514,1,1,Laboratory Technician,Divorced,23760,4.0,12,1,37.0,3,16,14,14,3,3,2,2,2,1722h 42min,6h 36min,7h 32min,5h 49min
35,0,1,Research & Development,8,1,Technical Degree,2515,0,3,Manufacturing Director,Married,53460,0.0,14,0,6.0,3,5,0,3,2,3,2,3,4,1932h 57min,7h 24min,8h 11min,6h 34min
47,0,1,Research & Development,19,5,Medical,2516,0,2,Research Scientist,Divorced,28270,8.0,14,1,28.0,3,22,14,10,3,3,3,2,3,2785h 16min,10h 40min,11h 24min,10h 1min
40,0,1,Research & Development,1,4,Life Sciences,2517,1,2,Manager,Divorced,199430,2.0,13,1,15.0,3,7,7,7,3,3,2,1,3,1884h 2min,7h 13min,7h 58min,6h 24min
54,0,1,Sales,27,4,Medical,2518,1,1,Research Scientist,Married,31310,4.0,14,0,14.0,3,7,1,7,2,3,4,4,2,1846h 31min,7h 4min,7h 50min,6h 17min
31,0,2,Sales,8,4,Other,2519,0,3,Manufacturing Director,Married,25520,2.0,18,0,9.0,2,3,2,2,3,3,1,1,3,1956h 36min,7h 29min,8h 20min,6h 41min
28,0,1,Sales,1,2,Life Sciences,2520,1,3,Manager,Married,44770,1.0,15,0,3.0,6,3,1,2,3,3,3,1,3,1985h 38min,7h 36min,8h 26min,6h 47min
38,0,1,Research & Development,19,3,Medical,2521,0,2,Manufacturing Director,Married,64740,2.0,13,2,20.0,3,4,0,3,1,3,2,4,2,2480h 13min,9h 30min,10h 18min,8h 39min
26,0,1,Sales,8,3,Marketing,2522,0,1,Healthcare Representative,Single,30330,1.0,12,0,5.0,2,5,1,2,2,3,3,4,3,1599h 21min,6h 7min,6h 57min,5h 16min
58,0,2,Research & Development,10,4,Technical Degree,2523,0,1,Sales Representative,Married,29360,2.0,13,1,23.0,3,2,2,2,3,3,1,3,3,2509h 41min,9h 36min,10h 26min,8h 48min
18,0,0,Research & Development,2,3,Life Sciences,2524,1,3,Sales Representative,Single,186060,1.0,24,2,0.0,4,0,0,0,3,4,2,3,1,1991h 30min,7h 37min,8h 31min,6h 47min
31,1,1,Research & Development,2,3,Life Sciences,2525,1,3,Laboratory Technician,Married,21680,0.0,14,1,2.0,2,1,0,0,3,3,4,1,3,1603h 35min,6h 8min,7h 0min,4h 51min
29,1,1,Research & Development,8,2,Medical,2526,1,1,Manager,Divorced,28530,4.0,14,1,4.0,5,2,2,0,2,3,1,1,3,2265h 39min,8h 40min,9h 22min,7h 53min
45,0,0,Sales,1,4,Technical Degree,2527,1,1,Research Scientist,Married,170480,4.0,15,0,10.0,3,8,5,7,2,3,3,3,4,1878h 10min,7h 11min,7h 59min,6h 29min
36,0,1,Sales,2,3,Technical Degree,2528,0,5,Laboratory Technician,Married,22900,4.0,11,0,15.0,5,1,0,0,3,3,4,2,3,2787h 50min,10h 40min,11h 24min,9h 46min
43,0,2,Sales,8,3,Medical,2529,1,1,Research Director,Married,36000,1.0,23,0,7.0,2,7,7,7,3,4,1,4,3,1836h 54min,7h 2min,7h 45min,6h 13min
27,0,2,Sales,8,4,Life Sciences,2530,1,5,Research Scientist,Single,21070,0.0,13,0,6.0,2,5,0,2,3,3,4,4,2,2668h 13min,10h 13min,11h 7min,9h 24min
29,0,2,Research & Development,6,2,Medical,2531,1,1,Human Resources,Married,41150,1.0,11,0,11.0,1,11,3,10,3,3,4,4,4,2007h 19min,7h 41min,8h 30min,6h 47min
32,0,2,Sales,9,4,Life Sciences,2532,1,4,Sales Executive,Single,43270,8.0,13,0,4.0,4,0,0,0,3,3,4,4,4,1983h 20min,7h 35min,8h 28min,6h 48min
42,0,0,Research & Development,11,3,Medical,2533,1,1,Manager,Married,178560,3.0,18,0,10.0,2,6,3,3,3,3,3,3,2,1693h 16min,6h 29min,7h 21min,5h 38min
47,0,1,Sales,2,2,Life Sciences,2534,0,5,Manager,Single,31960,4.0,14,1,7.0,3,2,2,0,2,3,2,3,3,1597h 10min,6h 7min,6h 51min,5h 23min
46,0,1,Human Resources,1,3,Life Sciences,2535,0,1,Laboratory Technician,Divorced,190810,3.0,21,0,12.0,2,9,4,7,3,4,4,4,2,1878h 43min,7h 11min,8h 11min,6h 24min
28,0,0,Research & Development,7,3,Life Sciences,2536,1,1,Sales Executive,Divorced,89660,1.0,16,1,3.0,3,3,2,2,2,3,3,4,3,2013h 55min,7h 42min,8h 26min,6h 56min
29,0,1,Research & Development,16,3,Medical,2537,0,1,Manufacturing Director,Divorced,22100,8.0,11,1,11.0,4,7,1,6,3,3,4,3,3,2098h 48min,8h 2min,8h 58min,7h 11min
42,0,1,Sales,2,4,Medical,2538,0,2,Research Director,Single,45390,4.0,17,1,8.0,5,0,0,0,3,3,4,3,3,1721h 58min,6h 35min,7h 19min,5h 49min
32,1,1,Research & Development,1,1,Medical,2539,1,2,Laboratory Technician,Single,27410,7.0,11,0,7.0,3,2,2,2,3,3,3,2,2,2722h 16min,10h 25min,11h 22min,9h 33min
46,0,1,Research & Development,23,1,Life Sciences,2540,1,2,Laboratory Technician,Divorced,34910,2.0,14,0,25.0,0,19,2,8,3,3,1,1,3,2056h 43min,7h 52min,8h 46min,6h 54min
27,0,1,Sales,2,3,Life Sciences,2541,0,5,Research Scientist,Married,45410,1.0,14,2,9.0,4,9,5,8,4,3,2,3,3,1857h 35min,7h 7min,7h 50min,6h 17min
29,0,1,Research & Development,1,2,Medical,2542,1,3,Sales Executive,Married,26780,1.0,25,1,1.0,3,1,0,0,3,4,4,2,3,2079h 50min,7h 58min,8h 50min,7h 14min
43,0,1,Research & Development,1,3,Life Sciences,2543,1,1,Manufacturing Director,Married,73790,7.0,13,2,21.0,3,16,6,14,2,3,1,3,3,1641h 15min,6h 17min,7h 0min,4h 57min
48,0,1,Research & Development,2,3,Life Sciences,2544,0,2,Manager,Married,62720,4.0,14,0,29.0,3,22,12,9,2,3,4,2,3,1590h 13min,6h 5min,6h 46min,5h 5min
29,1,2,Research & Development,13,2,Life Sciences,2545,0,1,Laboratory Technician,Single,52200,1.0,17,0,1.0,3,1,1,0,2,3,4,4,2,2243h 54min,8h 35min,9h 24min,7h 30min
46,1,1,Research & Development,4,4,Medical,2546,0,2,Sales Representative,Married,27430,5.0,25,1,14.0,1,8,0,7,4,4,3,2,3,2059h 18min,7h 53min,8h 39min,7h 8min
27,0,2,Research & Development,16,4,Medical,2547,1,3,Healthcare Representative,Married,49980,0.0,20,2,8.0,3,7,7,3,3,4,4,1,2,2005h 5min,7h 40min,8h 30min,6h 57min
39,0,1,Research & Development,2,3,Technical Degree,2548,1,3,Healthcare Representative,Divorced,102520,8.0,13,1,7.0,3,2,2,2,3,3,4,4,3,1705h 23min,6h 32min,7h 30min,5h 31min
55,0,1,Research & Development,2,3,Life Sciences,2549,0,1,Human Resources,Married,27810,8.0,13,1,19.0,2,5,0,4,3,3,2,4,4,1615h 42min,6h 11min,7h 0min,5h 26min
28,0,1,Research & Development,29,2,Life Sciences,2550,1,2,Laboratory Technician,Married,68520,1.0,18,1,1.0,2,1,0,0,4,3,2,2,3,1825h 57min,6h 59min,7h 56min,6h 6min
30,1,1,Sales,12,4,Life Sciences,2551,0,2,Sales Executive,Single,49500,1.0,12,2,1.0,3,1,0,0,3,3,2,4,2,2007h 16min,7h 41min,8h 33min,6h 49min
22,1,1,Research & Development,16,2,Life Sciences,2552,0,2,Laboratory Technician,Single,35790,1.0,19,3,1.0,3,1,0,0,3,3,4,2,3,2743h 22min,10h 30min,11h 28min,9h 41min
36,0,1,Research & Development,11,3,Life Sciences,2553,1,1,Sales Executive,Married,131910,1.0,14,1,10.0,2,10,1,7,2,3,2,3,3,2478h 46min,9h 29min,10h 16min,8h 31min
31,0,1,Research & Development,2,4,Life Sciences,2554,0,5,Manager,Divorced,103770,1.0,14,0,10.0,2,10,0,2,3,3,2,3,3,1962h 55min,7h 31min,8h 22min,6h 46min
34,0,1,Sales,14,2,Technical Degree,2555,0,1,Sales Executive,Married,22350,2.0,14,1,9.0,2,5,1,0,3,3,3,4,3,2110h 5min,8h 5min,8h 56min,7h 15min
29,0,1,Research & Development,5,5,Life Sciences,2556,0,1,Sales Executive,Single,105020,3.0,12,0,11.0,4,3,1,2,2,3,4,1,3,1846h 23min,7h 4min,8h 5min,6h 15min
37,0,1,Research & Development,7,2,Medical,2557,1,1,Manufacturing Director,Married,20110,5.0,13,0,16.0,4,5,0,4,4,3,4,1,3,2270h 15min,8h 41min,9h 24min,7h 39min
35,0,1,Sales,2,1,Technical Degree,2558,1,2,Laboratory Technician,Married,18590,0.0,25,1,4.0,2,3,0,2,2,4,4,2,3,2746h 22min,10h 31min,11h 28min,9h 46min
45,0,1,Research & Development,3,3,Medical,2559,0,2,Sales Executive,Married,37600,0.0,14,1,10.0,2,9,3,8,2,3,2,4,2,1858h 15min,7h 7min,8h 11min,5h 58min
36,0,2,Research & Development,5,3,Medical,2560,0,4,Manufacturing Director,Single,177790,1.0,17,1,10.0,5,10,0,8,1,3,2,4,2,1704h 5min,6h 31min,7h 30min,5h 48min
40,0,1,Research & Development,3,3,Other,2561,1,1,Sales Executive,Divorced,68330,2.0,13,0,22.0,3,19,11,16,3,3,1,1,3,1777h 24min,6h 48min,7h 40min,5h 46min
26,0,1,Research & Development,26,2,Life Sciences,2562,1,2,Human Resources,Married,68120,1.0,13,0,1.0,2,1,1,0,2,3,2,3,2,2428h 28min,9h 18min,10h 11min,8h 33min
27,0,1,Research & Development,4,3,Technical Degree,2563,1,2,Manufacturing Director,Single,51710,0.0,20,1,9.0,1,8,0,7,2,4,1,3,2,1982h 2min,7h 35min,8h 26min,6h 51min
48,0,2,Research & Development,2,3,Life Sciences,2564,1,2,Research Director,Divorced,197400,3.0,14,0,24.0,2,22,4,7,4,3,4,4,3,1874h 41min,7h 10min,7h 56min,6h 19min
44,0,1,Sales,1,2,Medical,2565,1,4,Manager,Married,187110,2.0,12,1,10.0,0,2,2,2,3,3,2,1,3,1848h 5min,7h 4min,7h 48min,6h 6min
34,1,0,Research & Development,27,2,Life Sciences,2566,0,1,Sales Representative,Married,36920,1.0,12,1,5.0,5,5,3,0,3,3,4,1,3,2666h 13min,10h 12min,11h 1min,9h 20min
56,1,1,Human Resources,1,2,Medical,2567,0,5,Sales Executive,Single,25590,1.0,21,0,5.0,3,4,1,0,3,4,1,4,3,1799h 15min,6h 53min,7h 45min,5h 56min
36,0,1,Research & Development,13,3,Technical Degree,2568,0,3,Healthcare Representative,Married,25170,2.0,14,0,12.0,3,4,1,3,3,3,3,2,1,1910h 26min,7h 19min,8h 20min,6h 32min
41,0,1,Research & Development,5,3,Life Sciences,2569,0,1,Sales Executive,Married,66230,5.0,18,0,14.0,3,5,1,4,3,3,3,2,3,1669h 42min,6h 23min,7h 12min,5h 39min
42,0,1,Research & Development,7,3,Technical Degree,2570,0,2,Sales Executive,Married,182650,9.0,12,1,18.0,4,13,5,7,3,3,3,1,4,1935h 33min,7h 24min,8h 13min,6h 34min
31,0,1,Sales,9,4,Life Sciences,2571,0,1,Sales Executive,Divorced,161240,2.0,23,1,8.0,2,5,1,4,2,4,3,4,3,2171h 54min,8h 19min,9h 1min,7h 28min
34,0,1,Research & Development,8,1,Life Sciences,2572,0,3,Laboratory Technician,Married,25850,3.0,12,0,9.0,5,4,0,1,3,3,4,4,2,2404h 39min,9h 12min,10h 5min,8h 26min
31,0,1,Sales,25,2,Life Sciences,2573,0,3,Manufacturing Director,Divorced,182130,8.0,21,2,4.0,3,2,2,2,4,4,1,3,2,1770h 32min,6h 47min,7h 42min,5h 38min
26,0,2,Sales,16,2,Life Sciences,2574,1,2,Healthcare Representative,Married,83800,0.0,14,0,8.0,3,7,7,7,4,3,3,4,3,1588h 34min,6h 5min,6h 58min,5h 21min
